qs1,qs2,qs3,qs4,qs5,merge1,partition_sort
0.027981042861938477,0.07595515251159668,0.07395577430725098,0.08695244789123535,0.10094189643859863,0.12092852592468262,0.07095980644226074
0.046973228454589844,0.12193036079406738,0.09294724464416504,0.10096096992492676,0.09892535209655762,0.12492561340332031,0.05297350883483887
0.02098822593688965,0.052968502044677734,0.06096529960632324,0.08695006370544434,0.08896636962890625,0.1668848991394043,0.06696224212646484
0.03997802734375,0.09494447708129883,0.06296396255493164,0.10094428062438965,0.09994029998779297,0.12295031547546387,0.05295109748840332
0.024987220764160156,0.07095623016357422,0.0539700984954834,0.08994674682617188,0.13092541694641113,0.1818983554840088,0.06696009635925293
0.02498769760131836,0.06296062469482422,0.06096529960632324,0.11193537712097168,0.1059420108795166,0.1259450912475586,0.06294679641723633
0.02200460433959961,0.05796694755554199,0.07993650436401367,0.12093257904052734,0.13892078399658203,0.12194681167602539,0.05195260047912598
0.0259857177734375,0.0699760913848877,0.07094478607177734,0.09593987464904785,0.07895588874816895,0.09894537925720215,0.09894084930419922
0.06097078323364258,0.1389176845550537,0.0639643669128418,0.08396697044372559,0.0659627914428711,0.08992958068847656,0.03597760200500488
0.01899099349975586,0.10296225547790527,0.10194134712219238,0.07593607902526855,0.061963796615600586,0.09096646308898926,0.04395794868469238
0.022986412048339844,0.08195352554321289,0.06695914268493652,0.08696937561035156,0.08695054054260254,0.08794927597045898,0.038957834243774414
0.02000904083251953,0.06596493721008301,0.11393451690673828,0.0789339542388916,0.06498146057128906,0.10293960571289062,0.04097771644592285
0.019988059997558594,0.060948848724365234,0.06096291542053223,0.10094094276428223,0.0899503231048584,0.09794282913208008,0.03697776794433594
0.02098822593688965,0.04699349403381348,0.04297494888305664,0.06594324111938477,0.09295129776000977,0.2208881378173828,0.03897714614868164
0.02298760414123535,0.04795384407043457,0.06696009635925293,0.0979464054107666,0.10193872451782227,0.12394881248474121,0.037978410720825195
0.0199887752532959,0.055948495864868164,0.04897141456604004,0.06598210334777832,0.06394481658935547,0.12392807006835938,0.10494399070739746
0.05998539924621582,0.05694293975830078,0.04797673225402832,0.09594178199768066,0.1079401969909668,0.11692976951599121,0.0399777889251709
0.021007537841796875,0.044954776763916016,0.04497385025024414,0.07495760917663574,0.06496191024780273,0.10896134376525879,0.08592772483825684
0.018989086151123047,0.046993255615234375,0.04697251319885254,0.10492610931396484,0.2028801441192627,0.1339411735534668,0.03696107864379883
0.017987489700317383,0.04497647285461426,0.10096359252929688,0.09192490577697754,0.07695841789245605,0.25585269927978516,0.07296037673950195
0.050966739654541016,0.10993671417236328,0.06596231460571289,0.09094977378845215,0.06595945358276367,0.09196829795837402,0.03695940971374512
0.035997867584228516,0.041956186294555664,0.0819549560546875,0.07496047019958496,0.1189265251159668,0.0879507064819336,0.04399442672729492
0.018988609313964844,0.06594443321228027,0.07495760917663574,0.10993480682373047,0.11193466186523438,0.0999443531036377,0.04797244071960449
0.021007061004638672,0.05395102500915527,0.06896042823791504,0.10693836212158203,0.07495689392089844,0.09294676780700684,0.04199481010437012
0.022969484329223633,0.05097055435180664,0.07095694541931152,0.10094475746154785,0.10593867301940918,0.10793614387512207,0.0439753532409668
0.023985862731933594,0.05198979377746582,0.048952579498291016,0.06498289108276367,0.07095909118652344,0.10392260551452637,0.03999495506286621
0.019988298416137695,0.08693480491638184,0.047988176345825195,0.08992910385131836,0.10294294357299805,0.13492035865783691,0.04097771644592285
0.018990039825439453,0.04697108268737793,0.043976783752441406,0.06696105003356934,0.07397580146789551,0.09294724464416504,0.03697848320007324
0.021967172622680664,0.04899311065673828,0.05596756935119629,0.06796097755432129,0.12990665435791016,0.15291404724121094,0.07095694541931152
0.032981157302856445,0.07097864151000977,0.04595446586608887,0.06498265266418457,0.06694149971008301,0.10294246673583984,0.05298805236816406
0.020987987518310547,0.04595351219177246,0.04399514198303223,0.06296324729919434,0.06494545936584473,0.08896660804748535,0.05294990539550781
0.03100275993347168,0.08393478393554688,0.06396245956420898,0.09194469451904297,0.06997990608215332,0.08593082427978516,0.035980939865112305
0.017990827560424805,0.04797077178955078,0.05398893356323242,0.07295775413513184,0.07095980644226074,0.09892630577087402,0.0759735107421875
0.018968582153320312,0.04699301719665527,0.055948734283447266,0.09095096588134766,0.10893487930297852,0.11693191528320312,0.03599882125854492
0.019989013671875,0.0579524040222168,0.06495904922485352,0.06298232078552246,0.11393451690673828,0.12491035461425781,0.03999686241149902
0.019967079162597656,0.05099153518676758,0.04395461082458496,0.0759592056274414,0.10693621635437012,0.12292909622192383,0.05099153518676758
0.01998758316040039,0.09092950820922852,0.06795978546142578,0.06296515464782715,0.09095311164855957,0.09994149208068848,0.045987844467163086
0.02096867561340332,0.04697299003601074,0.043994903564453125,0.08193349838256836,0.13092756271362305,0.1289234161376953,0.05097079277038574
0.022006750106811523,0.05095314979553223,0.04199361801147461,0.07993459701538086,0.06398367881774902,0.09792709350585938,0.04397153854370117
0.021007299423217773,0.04595589637756348,0.04897022247314453,0.11595654487609863,0.06795811653137207,0.12091398239135742,0.05696582794189453
0.032999515533447266,0.06694197654724121,0.07897496223449707,0.06398344039916992,0.07495975494384766,0.25785231590270996,0.04995107650756836
0.020001649856567383,0.04496192932128906,0.043991804122924805,0.10092306137084961,0.22087645530700684,0.13192081451416016,0.051972150802612305
0.019006729125976562,0.04595613479614258,0.048989057540893555,0.06996393203735352,0.17687702178955078,0.3168182373046875,0.16292881965637207
0.05194973945617676,0.07095766067504883,0.06796002388000488,0.06596207618713379,0.1958904266357422,0.1609046459197998,0.06998014450073242
0.019989013671875,0.04997134208679199,0.043975830078125,0.12390923500061035,0.141920804977417,0.1279432773590088,0.03596091270446777
0.019008159637451172,0.06696391105651855,0.10494065284729004,0.06895804405212402,0.06496191024780273,0.12390851974487305,0.03599953651428223
0.0199739933013916,0.05898165702819824,0.04795241355895996,0.08495354652404785,0.08394908905029297,0.1379251480102539,0.0559844970703125
0.018970489501953125,0.044992685317993164,0.04595327377319336,0.06696152687072754,0.09097099304199219,0.19586539268493652,0.0859525203704834
0.07498717308044434,0.16389179229736328,0.046975135803222656,0.09193277359008789,0.09196329116821289,0.0889289379119873,0.04099583625793457
0.023985862731933594,0.06095170974731445,0.10795474052429199,0.18187308311462402,0.07695984840393066,0.1939072608947754,0.04497122764587402
